1.jpg,0,0
2.jpg,0,0
3.jpg,0,0
4.jpg,0,0
5.jpg,0,0
6.jpg,0,0
7.jpg,0,0
8.jpg,0,0.0521918
9.jpg,0,0.10877
10.jpg,0,0.205298
11.jpg,0,0.182001
12.jpg,0,0.125423
13.jpg,0,0.18533
14.jpg,0,0.258548
15.jpg,0,0.261889
16.jpg,0,0.268546
17.jpg,0,0.298499
18.jpg,0,0.315139
19.jpg,0,0.345092
20.jpg,0,0.27853
21.jpg,0,0.241908
22.jpg,0.163696,0.23858
23.jpg,0.821065,0.18533
24.jpg,0.621346,0.18533
25.jpg,0,0.18533
26.jpg,0,0.18533
27.jpg,0.0139309,0.248564
28.jpg,0.188657,0.288514
29.jpg,0.380057,0.288514
30.jpg,0.380057,0.288514
31.jpg,0.380057,0.288514
32.jpg,0.380057,0.288514
33.jpg,0.330135,0.288514
34.jpg,0,0.288514
35.jpg,0,0.248564
36.jpg,0,0.228595
37.jpg,0,0.215283
38.jpg,0.305174,0.191986
39.jpg,0.338455,0.182001
40.jpg,0.238579,0.175345
41.jpg,0,0.175345
42.jpg,0.388377,0.205298
43.jpg,0.596385,0.211955
44.jpg,0.0222512,0.211955
45.jpg,0.0222512,0.221939
46.jpg,0.105454,0.231923
47.jpg,0.105454,0.258548
48.jpg,0.380057,0.308483
49.jpg,0.388377,0.308483
50.jpg,0.396697,0.308483
51.jpg,0.396697,0.308483
52.jpg,0.396697,0.291842
53.jpg,0.338455,0.271874
54.jpg,0.321814,0.258548
55.jpg,0,0
56.jpg,0,0
57.jpg,-0.163761,0
58.jpg,-0.246964,0
59.jpg,0,0
60.jpg,0,0.00892618
61.jpg,0,0.085473
62.jpg,0,0.0987855
63.jpg,0,0.142064
64.jpg,0,0.20197
65.jpg,0,0.20197
66.jpg,0,0.20197
67.jpg,0,0.215283
68.jpg,0,0.27853
69.jpg,0,0.291842
70.jpg,0,0.358405
71.jpg,0,0.305155
72.jpg,0,0.298499
73.jpg,0,0.155376
74.jpg,0,0.118754
75.jpg,-0.222003,0.155376
76.jpg,-0.61309,0.20197
77.jpg,-0.546527,0.231923
78.jpg,-0.538207,0.281858
79.jpg,-0.679684,0.288514
80.jpg,-0.438363,0.288514
81.jpg,-0.0306358,0.251892
82.jpg,-0.0139951,0.231923
83.jpg,-0.0139951,0.221939
84.jpg,-0.113839,0.221939
85.jpg,-0.471644,0.221939
86.jpg,-1,0.221939
87.jpg,-1,0.221939
88.jpg,-0.929293,0.221939
89.jpg,-0.871051,0.221939
90.jpg,-1,0.221939
91.jpg,-1,0.221939
92.jpg,-1,0.261889
93.jpg,-1,0.308483
94.jpg,-1,0.328452
95.jpg,-1,0.391686
96.jpg,-1,0.375046
97.jpg,-0.787848,0.355077
98.jpg,-0.496605,0.261889
99.jpg,-0.954254,0.251892
100.jpg,-1,0.128752
101.jpg,0,0
102.jpg,0,0
103.jpg,0.163696,0.125423
104.jpg,0.396697,0.162033
105.jpg,0.321814,0.162033
106.jpg,0,0.162033
107.jpg,0,0.182001
108.jpg,0,0.248564
109.jpg,0,0.248564
110.jpg,0.0139309,0.288514
111.jpg,0.0139309,0.288514
112.jpg,0.0139309,0.288514
113.jpg,0.0139309,0.288514
114.jpg,0.163696,0.288514
115.jpg,0.305174,0.288514
116.jpg,0.305174,0.288514
117.jpg,0.238579,0.288514
118.jpg,0,0.288514
119.jpg,0,0.288514
120.jpg,0,0.288514
121.jpg,0,0.288514
122.jpg,0.213618,0.288514
123.jpg,0.321814,0.288514
124.jpg,0.321814,0.288514
125.jpg,0.321814,0.288514
126.jpg,0.321814,0.288514
127.jpg,0.321814,0.288514
128.jpg,0.321814,0.271874
129.jpg,0.321814,0.268546
130.jpg,0.163696,0.258548
131.jpg,0,0.182001
132.jpg,0,0.182001
133.jpg,-0.879372,0.20197
134.jpg,-0.396762,0.248564
135.jpg,-0.0805576,0.325124
136.jpg,-0.0805576,0.191986
137.jpg,-0.421722,0.172017
138.jpg,-0.82945,0.20197
139.jpg,-1,0.281858
140.jpg,-0.663044,0.241908
141.jpg,0,0.211955
142.jpg,0,0.211955
143.jpg,0.4799,0.211955
144.jpg,0.588064,0.211955
145.jpg,0.596385,0.211955
146.jpg,0.596385,0.211955
147.jpg,0.629666,0.261889
148.jpg,0.821065,0.308483
149.jpg,0.854346,0.308483
150.jpg,0.854346,0.308483
151.jpg,0.854346,0.308483
152.jpg,0.754503,0.308483
153.jpg,0,0.291842
154.jpg,0,0.291842
155.jpg,0,0.268546
156.jpg,0.221939,0.268546
157.jpg,0.67962,0.261889
158.jpg,0.771143,0.261889
159.jpg,0.771143,0.261889
160.jpg,0.67962,0.261889
161.jpg,0,0.261889
162.jpg,0,0.261889
163.jpg,0,0.261889
164.jpg,-0.762887,0.261889
165.jpg,-0.896012,0.261889
166.jpg,-0.679684,0.261889
167.jpg,-1,0.261889
168.jpg,-1,0.261889
169.jpg,-1,0.258548
170.jpg,-1,0.258548
171.jpg,-1,0.258548
172.jpg,-0.787848,0.258548
173.jpg,0,0.251892
174.jpg,0,0.248564
175.jpg,0,0.241908
176.jpg,-0.496605,0.241908
177.jpg,-0.61309,0.241908
178.jpg,-0.929293,0.241908
179.jpg,0,0.241908
180.jpg,0,0.23858
181.jpg,0.238579,0.231923
182.jpg,0.305174,0.228595
183.jpg,0.338455,0.228595
184.jpg,0.529822,0.228595
185.jpg,0,0.228595
186.jpg,0,0.228595
187.jpg,0,0.228595
188.jpg,0.321814,0.228595
